Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
1761261000000.0,109839.0,110002.0,109833.2,109986.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761261300000.0,109986.8,110030.9,109937.5,109953.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761261600000.0,109953.1,110082.0,109942.0,110051.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761261900000.0,110051.4,110081.9,109977.4,110043.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761262200000.0,110043.5,110047.9,109938.9,109940.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761262500000.0,109940.1,110026.5,109939.1,110000.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761262800000.0,110000.6,110078.8,109996.2,110050.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761263100000.0,110050.5,110058.0,109976.7,109983.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761263400000.0,109983.5,110016.9,109941.7,110014.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761263700000.0,110014.4,110071.5,109949.7,110053.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761264000000.0,110053.9,110142.8,109981.3,110088.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761264300000.0,110088.1,110094.7,109968.5,110056.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761264600000.0,110056.8,110250.2,110020.1,110196.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761264900000.0,110196.8,110436.3,110147.4,110412.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761265200000.0,110412.6,110444.0,110203.2,110297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761265500000.0,110297.0,110322.0,110125.4,110150.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761265800000.0,110150.9,110328.1,110108.8,110322.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761266100000.0,110322.2,110360.9,110249.3,110314.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761266400000.0,110314.1,110513.5,110313.0,110376.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761266700000.0,110376.3,110512.5,110376.3,110499.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761267000000.0,110499.3,110692.4,110480.4,110558.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761267300000.0,110558.4,110591.3,110479.5,110491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761267600000.0,110491.0,110632.8,110469.6,110617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
